,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,bedrooms_per_room
10878,-117.88,33.72,36.0,1910.0,352.0,1593.0,329.0,3.89,<1H OCEAN,0.18429319371727748
1540,-122.03,37.86,29.0,3025.0,477.0,1035.0,452.0,6.112,NEAR BAY,0.15768595041322314
10091,-117.97,33.93,33.0,1700.0,369.0,981.0,362.0,4.5461,<1H OCEAN,0.21705882352941178
9181,-118.55,34.37,21.0,7010.0,1063.0,3331.0,1038.0,6.776,<1H OCEAN,0.15164051355206848
15124,-116.88,32.86,9.0,3049.0,471.0,1527.0,515.0,5.0733,<1H OCEAN,0.15447687766480814
18734,-122.39,40.52,24.0,2068.0,346.0,951.0,332.0,3.9306,INLAND,0.16731141199226304
3607,-118.46,34.23,20.0,4609.0,1499.0,5349.0,1377.0,2.7121,<1H OCEAN,0.3252332393143849
6489,-118.01,34.1,27.0,2424.0,542.0,1713.0,557.0,3.8085,INLAND,0.2235973597359736
8372,-118.35,33.97,30.0,1548.0,330.0,757.0,349.0,3.8056,<1H OCEAN,0.2131782945736434
7666,-118.08,33.93,39.0,859.0,164.0,673.0,172.0,3.7143,<1H OCEAN,0.1909196740395809
20486,-118.68,34.28,17.0,6488.0,1102.0,3199.0,1070.0,5.0962,<1H OCEAN,0.16985203452527745
10488,-117.68,33.49,16.0,3084.0,724.0,2557.0,690.0,2.8357,<1H OCEAN,0.23476005188067445
9694,-121.63,36.68,24.0,2591.0,739.0,3243.0,702.0,2.1766,<1H OCEAN,0.28521806252412196
6036,-117.73,34.06,34.0,344.0,108.0,315.0,119.0,3.1786,INLAND,0.313953488372093
46,-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,NEAR BAY,0.2862222222222222
10167,-117.94,33.89,30.0,2577.0,404.0,1076.0,374.0,6.7528,<1H OCEAN,0.15677143965851767
18247,-122.07,37.39,30.0,1695.0,480.0,932.0,447.0,3.5045,NEAR BAY,0.2831858407079646
1334,-121.86,38.0,16.0,3216.0,464.0,1504.0,453.0,5.25,INLAND,0.14427860696517414
15672,-122.44,37.8,52.0,3161.0,472.0,842.0,410.0,7.9761,NEAR BAY,0.14931983549509648
16705,-120.52,35.06,11.0,1317.0,234.0,655.0,243.0,4.3611,<1H OCEAN,0.1776765375854214
2858,-118.94,35.39,27.0,3074.0,452.0,1223.0,452.0,5.4592,INLAND,0.14703968770331816
2570,-124.14,40.77,27.0,3046.0,605.0,1407.0,571.0,2.9143,NEAR OCEAN,0.19862114248194354
4779,-118.32,34.04,47.0,1989.0,532.0,1430.0,519.0,1.8333,<1H OCEAN,0.26747109100050276
17357,-120.43,34.87,21.0,2131.0,329.0,1094.0,353.0,4.6648,<1H OCEAN,0.15438761145002347
5459,-118.47,33.99,34.0,1875.0,501.0,1491.0,526.0,2.8417,<1H OCEAN,0.2672
7595,-118.25,33.9,38.0,1201.0,223.0,733.0,206.0,3.3804,<1H OCEAN,0.18567860116569526
15079,-116.97,32.81,19.0,1573.0,471.0,844.0,414.0,2.1422,<1H OCEAN,0.2994278448823903
2628,-124.14,40.67,23.0,580.0,117.0,320.0,109.0,4.2054,NEAR OCEAN,0.20172413793103447
6367,-118.01,34.16,47.0,1745.0,270.0,753.0,275.0,5.532,INLAND,0.15472779369627507
14404,-117.25,32.78,21.0,1479.0,484.0,658.0,384.0,2.45,NEAR OCEAN,0.32724814063556457
1753,-122.34,37.96,33.0,1817.0,441.0,1220.0,389.0,2.5382,NEAR BAY,0.2427077600440286
12966,-121.32,38.7,16.0,2966.0,578.0,1365.0,480.0,3.2444,INLAND,0.19487525286581253
11155,-117.97,33.83,16.0,2035.0,564.0,1118.0,503.0,3.2546,<1H OCEAN,0.27714987714987716
871,-122.07,37.52,3.0,14014.0,2861.0,7205.0,2753.0,6.0824,NEAR BAY,0.2041529898672756
7115,-118.01,33.91,32.0,2722.0,571.0,2541.0,462.0,4.2305,<1H OCEAN,0.2097722263041881
9332,-122.64,38.01,36.0,1336.0,258.0,678.0,249.0,5.5789,NEAR OCEAN,0.19311377245508982
6269,-117.95,34.05,31.0,2349.0,539.0,2028.0,521.0,3.494,<1H OCEAN,0.22945934440187313
14951,-116.96,32.71,18.0,2413.0,533.0,1129.0,551.0,2.4567,<1H OCEAN,0.22088686282635722
3862,-118.44,34.16,33.0,1616.0,322.0,580.0,311.0,4.0391,<1H OCEAN,0.19925742574257427
767,-122.09,37.65,27.0,2630.0,722.0,1414.0,634.0,2.8203,NEAR BAY,0.27452471482889734
1094,-121.97,39.79,16.0,1453.0,299.0,904.0,286.0,3.5735,INLAND,0.20578114246386786
11556,-117.99,33.73,17.0,5239.0,1045.0,2440.0,985.0,4.375,<1H OCEAN,0.1994655468600878
18622,-122.02,37.09,35.0,1818.0,368.0,682.0,254.0,4.8611,NEAR OCEAN,0.20242024202420242
16075,-122.48,37.74,52.0,2285.0,435.0,1211.0,442.0,4.0208,NEAR OCEAN,0.19037199124726478
3254,-120.14,36.0,33.0,1726.0,420.0,1371.0,388.0,2.0335,INLAND,0.24333719582850522
14897,-117.07,32.59,21.0,1779.0,466.0,1327.0,488.0,1.6007,NEAR OCEAN,0.26194491287240024
4553,-118.24,34.06,33.0,390.0,199.0,435.0,193.0,1.1979,<1H OCEAN,0.5102564102564102
10549,-117.77,33.7,4.0,2446.0,622.0,1315.0,560.0,3.7147,<1H OCEAN,0.2542927228127555
17121,-122.12,37.48,36.0,880.0,177.0,795.0,188.0,3.8194,NEAR BAY,0.20113636363636364
5104,-118.31,33.95,43.0,1823.0,358.0,1065.0,342.0,3.2708,<1H OCEAN,0.1963795940756994
18964,-122.03,38.27,24.0,3580.0,735.0,1959.0,731.0,2.7284,INLAND,0.2053072625698324
11041,-117.81,33.82,22.0,2898.0,335.0,1057.0,324.0,10.8111,<1H OCEAN,0.11559696342305038
10641,-117.8,33.69,13.0,1161.0,289.0,630.0,296.0,3.3438,<1H OCEAN,0.24892334194659776
5248,-118.43,34.08,46.0,778.0,90.0,238.0,93.0,15.0001,<1H OCEAN,0.11568123393316196
19459,-120.94,37.66,17.0,1147.0,140.0,327.0,136.0,6.8654,INLAND,0.12205754141238012
2875,-118.97,35.39,38.0,2121.0,433.0,1547.0,441.0,2.774,INLAND,0.20414898632720416
1184,-121.52,39.49,30.0,1217.0,238.0,677.0,233.0,2.6563,INLAND,0.19556285949055052
9440,-120.31,37.64,11.0,2403.0,497.0,890.0,344.0,3.0,INLAND,0.2068248023304203
15511,-117.06,33.15,24.0,2155.0,379.0,1158.0,360.0,4.7941,<1H OCEAN,0.17587006960556845
18468,-121.61,37.15,16.0,5498.0,729.0,2051.0,694.0,7.8601,<1H OCEAN,0.13259367042560932
10019,-121.18,39.19,16.0,1528.0,351.0,729.0,319.0,2.4688,INLAND,0.22971204188481675
16855,-122.42,37.62,36.0,1538.0,256.0,671.0,247.0,4.4091,NEAR OCEAN,0.16644993498049415
7305,-118.19,33.99,37.0,2073.0,614.0,2544.0,598.0,2.9054,<1H OCEAN,0.2961890979257115
5636,-118.28,33.74,16.0,855.0,271.0,486.0,250.0,0.7591,NEAR OCEAN,0.3169590643274854
139,-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,NEAR BAY,0.14164456233421752
14780,-117.09,32.57,23.0,1817.0,323.0,1371.0,327.0,3.6736,NEAR OCEAN,0.17776554760594387
1316,-121.8,38.0,34.0,2738.0,475.0,1316.0,459.0,3.5368,INLAND,0.17348429510591673
13551,-117.31,34.11,38.0,1208.0,321.0,1225.0,317.0,1.4663,INLAND,0.26572847682119205
15332,-117.32,33.22,15.0,4784.0,1039.0,1810.0,986.0,2.4375,NEAR OCEAN,0.21718227424749165
13568,-117.28,34.15,32.0,2170.0,430.0,815.0,401.0,3.1765,INLAND,0.19815668202764977
7539,-118.22,33.9,38.0,796.0,159.0,679.0,167.0,3.6607,<1H OCEAN,0.19974874371859297
15276,-117.3,33.08,24.0,2628.0,527.0,1389.0,520.0,4.0,NEAR OCEAN,0.20053272450532725
2372,-119.55,36.7,31.0,1671.0,372.0,1371.0,347.0,2.3687,INLAND,0.22262118491921004
5159,-118.28,33.96,39.0,882.0,221.0,697.0,189.0,1.8472,<1H OCEAN,0.25056689342403626
13169,-121.44,36.84,7.0,1644.0,338.0,1143.0,331.0,4.005,INLAND,0.20559610705596107
2769,-115.98,33.32,8.0,240.0,46.0,63.0,24.0,1.4688,INLAND,0.19166666666666668
788,-122.09,37.64,32.0,1578.0,284.0,836.0,292.0,3.9063,NEAR BAY,0.17997465145754118
755,-122.04,37.67,18.0,3000.0,419.0,1155.0,415.0,6.8233,NEAR BAY,0.13966666666666666
16096,-122.5,37.76,46.0,1491.0,285.0,841.0,306.0,4.5329,NEAR OCEAN,0.19114688128772636
15972,-122.41,37.71,49.0,1852.0,429.0,1615.0,447.0,3.495,NEAR BAY,0.2316414686825054
6829,-118.11,34.08,45.0,1106.0,226.0,779.0,205.0,4.5446,<1H OCEAN,0.20433996383363473
20623,-121.37,39.03,32.0,1158.0,244.0,598.0,227.0,2.8235,INLAND,0.21070811744386875
12486,-121.48,38.57,47.0,2438.0,804.0,1148.0,747.0,1.4301,INLAND,0.32977850697292865
20081,-120.31,38.02,11.0,2366.0,398.0,1046.0,387.0,3.8203,INLAND,0.16821639898562976
10511,-117.69,33.53,17.0,5041.0,778.0,2396.0,801.0,6.0868,<1H OCEAN,0.15433445744891885
13126,-121.33,38.28,14.0,980.0,171.0,659.0,183.0,4.4306,INLAND,0.17448979591836736
15245,-117.27,33.0,36.0,2426.0,454.0,1085.0,420.0,5.1523,NEAR OCEAN,0.18713932399010716
7317,-118.2,33.98,32.0,1403.0,399.0,1506.0,375.0,2.0,<1H OCEAN,0.2843905915894512
5562,-118.28,33.91,41.0,620.0,133.0,642.0,162.0,2.6546,<1H OCEAN,0.21451612903225806
3935,-118.57,34.21,23.0,4891.0,793.0,2447.0,765.0,5.8798,<1H OCEAN,0.16213453281537518
6403,-118.02,34.13,32.0,3308.0,718.0,1803.0,667.0,3.9464,INLAND,0.21704957678355502
12793,-121.45,38.64,23.0,1481.0,343.0,1079.0,315.0,1.867,INLAND,0.23160027008777853
1579,-122.02,37.88,16.0,3031.0,438.0,1087.0,421.0,7.3732,NEAR BAY,0.1445067634444078
17075,-122.21,37.48,37.0,1326.0,335.0,1771.0,335.0,3.0147,NEAR BAY,0.2526395173453997
6143,-117.98,34.1,22.0,5661.0,1209.0,5389.0,1178.0,3.7727,INLAND,0.21356650768415475
8353,-118.32,33.95,44.0,2023.0,325.0,992.0,326.0,4.6667,<1H OCEAN,0.1606524962926347
6189,-117.89,34.1,27.0,3341.0,728.0,1762.0,679.0,2.9437,<1H OCEAN,0.2178988326848249
6507,-118.07,34.08,38.0,2462.0,553.0,1843.0,538.0,3.2312,<1H OCEAN,0.22461413484971568
9927,-122.31,38.31,32.0,2577.0,458.0,1172.0,447.0,3.8796,NEAR BAY,0.17772603802871556
12166,-117.14,33.81,13.0,4496.0,756.0,2044.0,695.0,3.2778,INLAND,0.16814946619217083
7887,-118.04,33.87,17.0,2358.0,396.0,1387.0,364.0,6.299,<1H OCEAN,0.16793893129770993
15503,-117.25,33.08,13.0,3651.0,465.0,1311.0,435.0,7.5402,NEAR OCEAN,0.12736236647493837
18491,-121.58,37.03,16.0,3120.0,685.0,2383.0,681.0,3.5551,INLAND,0.21955128205128205
17408,-120.54,34.97,23.0,1353.0,345.0,1322.0,336.0,1.8185,<1H OCEAN,0.2549889135254989
14566,-117.21,32.84,34.0,2158.0,366.0,1046.0,335.0,4.5402,NEAR OCEAN,0.1696014828544949
473,-122.29,37.86,50.0,2485.0,607.0,1354.0,563.0,1.9483,NEAR BAY,0.2442655935613682
10875,-117.89,33.72,23.0,2305.0,538.0,2493.0,502.0,3.6618,<1H OCEAN,0.2334056399132321
16933,-122.33,37.57,20.0,2126.0,643.0,1112.0,597.0,3.625,NEAR OCEAN,0.30244590780809033
4105,-118.34,34.12,41.0,3257.0,679.0,1237.0,638.0,4.2415,<1H OCEAN,0.20847405587964385
19742,-122.72,40.17,16.0,396.0,78.0,188.0,72.0,1.3889,INLAND,0.19696969696969696
4912,-118.27,34.01,47.0,921.0,264.0,881.0,221.0,1.4327,<1H OCEAN,0.28664495114006516
2990,-118.99,35.32,35.0,1576.0,405.0,870.0,282.0,1.6575,INLAND,0.2569796954314721
7334,-118.18,33.98,40.0,1698.0,431.0,1280.0,405.0,2.625,<1H OCEAN,0.25382803297997647
8952,-118.38,34.03,44.0,1913.0,441.0,1295.0,432.0,3.9537,<1H OCEAN,0.2305279665446942
16462,-121.27,38.11,11.0,3163.0,794.0,2106.0,762.0,2.4482,INLAND,0.2510275055327221
7997,-118.16,33.85,36.0,2668.0,473.0,1315.0,478.0,4.0714,<1H OCEAN,0.1772863568215892
8083,-118.2,33.82,34.0,2807.0,768.0,2217.0,744.0,2.4286,NEAR OCEAN,0.27360171001068756
7028,-118.09,33.95,36.0,1991.0,396.0,1306.0,403.0,4.5,<1H OCEAN,0.19889502762430938
6116,-117.9,34.12,33.0,1555.0,361.0,1571.0,386.0,4.0529,<1H OCEAN,0.23215434083601286
6398,-118.04,34.15,34.0,1523.0,311.0,676.0,295.0,3.3621,INLAND,0.20420223243598162
9530,-123.1,38.97,36.0,1211.0,247.0,697.0,251.0,2.5761,<1H OCEAN,0.20396366639141206
19824,-119.48,36.5,32.0,3451.0,625.0,1968.0,574.0,2.9554,INLAND,0.18110692552883223
6883,-118.09,34.06,38.0,3230.0,840.0,3485.0,827.0,2.629,<1H OCEAN,0.26006191950464397
785,-122.11,37.64,8.0,3592.0,849.0,1907.0,746.0,3.6708,NEAR BAY,0.23635857461024498
16983,-122.29,37.56,36.0,805.0,140.0,445.0,139.0,5.8221,NEAR BAY,0.17391304347826086
1994,-119.77,36.73,44.0,1960.0,393.0,1286.0,381.0,2.1518,INLAND,0.20051020408163264
14284,-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,NEAR OCEAN,0.2955665024630542
12295,-116.89,33.93,29.0,4549.0,916.0,2494.0,912.0,2.0976,INLAND,0.2013629369092108
18114,-122.02,37.31,35.0,2355.0,384.0,1248.0,378.0,5.9714,<1H OCEAN,0.16305732484076432
19805,-123.43,40.22,20.0,133.0,35.0,87.0,37.0,3.625,INLAND,0.2631578947368421
8315,-118.33,33.34,52.0,2359.0,591.0,1100.0,431.0,2.8333,ISLAND,0.25052988554472233
430,-122.28,37.88,52.0,1172.0,215.0,489.0,218.0,3.9167,NEAR BAY,0.18344709897610922
16756,-122.48,37.7,33.0,4167.0,1398.0,2923.0,1314.0,3.049,NEAR OCEAN,0.3354931605471562
6995,-118.03,33.96,37.0,1180.0,256.0,614.0,242.0,3.117,<1H OCEAN,0.21694915254237288
6683,-118.09,34.16,45.0,2199.0,358.0,942.0,353.0,5.0393,INLAND,0.1628012733060482
4663,-118.31,34.05,42.0,443.0,223.0,582.0,223.0,2.2937,<1H OCEAN,0.5033860045146726
9356,-122.54,37.96,44.0,1552.0,204.0,596.0,208.0,10.129,NEAR BAY,0.13144329896907217
11387,-117.98,33.65,18.0,1027.0,206.0,436.0,180.0,4.2159,<1H OCEAN,0.2005842259006816
19251,-122.75,38.48,4.0,6487.0,1112.0,2958.0,1131.0,4.5417,<1H OCEAN,0.17141976260212732
5231,-118.24,33.93,32.0,779.0,201.0,861.0,219.0,1.0625,<1H OCEAN,0.25802310654685495
7107,-118.01,33.89,34.0,1653.0,292.0,1003.0,310.0,4.6,<1H OCEAN,0.17664851784633998
19313,-122.89,38.42,28.0,2388.0,437.0,1015.0,381.0,5.1512,<1H OCEAN,0.18299832495812396
3015,-119.16,34.95,14.0,4054.0,787.0,1581.0,579.0,3.0882,INLAND,0.1941292550567341
17989,-121.95,37.27,17.0,1330.0,271.0,408.0,258.0,1.7171,<1H OCEAN,0.2037593984962406
7472,-118.21,33.93,30.0,2831.0,862.0,3649.0,883.0,1.9668,<1H OCEAN,0.30448604733309786
856,-122.01,37.58,17.0,4313.0,717.0,2629.0,721.0,5.7579,NEAR BAY,0.16624159517737075
11568,-118.02,33.76,25.0,1759.0,404.0,1404.0,385.0,3.6289,<1H OCEAN,0.2296759522455941
1166,-121.56,39.51,47.0,1064.0,245.0,603.0,190.0,1.3654,INLAND,0.23026315789473684
5879,-118.35,34.16,49.0,1305.0,228.0,584.0,255.0,5.636,<1H OCEAN,0.17471264367816092
7050,-118.05,33.93,31.0,894.0,203.0,883.0,190.0,3.6771,<1H OCEAN,0.22706935123042504
16548,-121.22,37.82,13.0,4452.0,949.0,2740.0,937.0,3.1964,INLAND,0.21316262353998203
3200,-119.65,36.35,38.0,3148.0,568.0,1378.0,537.0,2.8788,INLAND,0.18043202033036848
6037,-117.73,34.06,51.0,498.0,115.0,368.0,112.0,1.4063,INLAND,0.23092369477911648
5600,-118.27,33.79,39.0,1513.0,365.0,1227.0,354.0,3.3929,<1H OCEAN,0.24124256444150693
11424,-117.97,33.71,25.0,3273.0,478.0,1645.0,497.0,5.8195,<1H OCEAN,0.14604338527344943
389,-122.29,37.89,52.0,1571.0,349.0,693.0,326.0,3.1375,NEAR BAY,0.22215149586250796
4856,-118.31,34.02,46.0,1976.0,469.0,1409.0,431.0,2.2981,<1H OCEAN,0.23734817813765183
4148,-118.2,34.12,52.0,1580.0,426.0,1462.0,406.0,3.3326,<1H OCEAN,0.26962025316455696
11306,-117.94,33.78,11.0,2880.0,745.0,1806.0,722.0,3.8056,<1H OCEAN,0.2586805555555556
9040,-118.09,34.68,4.0,23386.0,4171.0,10493.0,3671.0,4.0211,INLAND,0.17835457111092107
10345,-117.67,33.61,24.0,3859.0,661.0,1972.0,624.0,5.7871,<1H OCEAN,0.1712878984192796
404,-122.27,37.9,52.0,2079.0,273.0,684.0,275.0,7.9556,NEAR BAY,0.13131313131313133
15591,-116.34,33.36,24.0,2746.0,514.0,731.0,295.0,3.3214,INLAND,0.18718135469774216
5522,-118.39,33.96,45.0,1436.0,374.0,662.0,292.0,3.625,<1H OCEAN,0.2604456824512535
1728,-122.41,37.98,36.0,60.0,15.0,42.0,25.0,1.4583,NEAR BAY,0.25
7514,-118.26,33.9,22.0,894.0,232.0,754.0,222.0,2.0096,<1H OCEAN,0.2595078299776286
7068,-118.02,33.95,36.0,1705.0,299.0,871.0,296.0,4.6184,<1H OCEAN,0.175366568914956
20296,-119.19,34.16,35.0,2733.0,510.0,1814.0,511.0,4.4187,NEAR OCEAN,0.18660812294182216
10666,-117.86,33.61,15.0,3191.0,482.0,930.0,447.0,8.6001,<1H OCEAN,0.15104982764023817
5783,-118.24,34.15,45.0,1235.0,271.0,499.0,263.0,3.1435,<1H OCEAN,0.2194331983805668
3450,-118.43,34.33,18.0,5891.0,920.0,2882.0,911.0,5.901,<1H OCEAN,0.15617042946868104
19168,-122.71,38.4,17.0,1690.0,464.0,833.0,445.0,1.439,<1H OCEAN,0.27455621301775146
1938,-120.98,38.68,5.0,4810.0,909.0,2242.0,900.0,3.2964,INLAND,0.188981288981289
18703,-122.38,40.57,43.0,2251.0,542.0,1479.0,512.0,1.5676,INLAND,0.24078187472234563
13106,-121.37,38.41,14.0,3727.0,685.0,1741.0,646.0,3.5625,INLAND,0.1837939361416689
19661,-120.84,37.5,47.0,2310.0,484.0,1126.0,447.0,2.2083,INLAND,0.20952380952380953
8860,-118.37,34.06,36.0,1661.0,395.0,690.0,365.0,3.3438,<1H OCEAN,0.23780854906682722
20637,-121.22,39.43,17.0,2254.0,485.0,1007.0,433.0,1.7,INLAND,0.21517302573203195
2806,-119.02,35.44,29.0,3415.0,631.0,1527.0,597.0,4.0125,INLAND,0.18477306002928257
19894,-119.2,36.3,32.0,1355.0,363.0,1427.0,384.0,1.3444,INLAND,0.26789667896678965
14856,-117.07,32.64,32.0,5135.0,1025.0,2152.0,944.0,4.1325,NEAR OCEAN,0.19961051606621227
4175,-118.21,34.09,34.0,1660.0,412.0,1678.0,382.0,2.7708,<1H OCEAN,0.24819277108433735
6097,-117.87,34.11,23.0,4066.0,819.0,2105.0,737.0,4.6556,<1H OCEAN,0.2014264633546483
14822,-117.12,32.66,52.0,16.0,4.0,8.0,3.0,1.125,NEAR OCEAN,0.25
14435,-117.24,32.8,26.0,3433.0,873.0,1492.0,798.0,2.9258,NEAR OCEAN,0.2542965336440431
11295,-117.92,33.79,29.0,3692.0,969.0,2683.0,881.0,3.1726,<1H OCEAN,0.2624593716143012
5771,-118.27,34.15,22.0,2265.0,637.0,1684.0,561.0,2.6729,<1H OCEAN,0.28123620309050773
10644,-117.81,33.56,24.0,6258.0,1003.0,1730.0,752.0,10.9601,<1H OCEAN,0.1602748481943113
15965,-122.44,37.71,31.0,2370.0,441.0,1524.0,470.0,5.0201,NEAR BAY,0.1860759493670886
1185,-121.52,39.48,21.0,2628.0,494.0,1364.0,468.0,2.0455,INLAND,0.18797564687975646
9480,-123.36,39.4,21.0,1081.0,254.0,715.0,275.0,1.5625,<1H OCEAN,0.23496762257169287
15656,-122.41,37.79,52.0,3610.0,1286.0,1504.0,1047.0,3.2059,NEAR BAY,0.3562326869806094
2562,-124.16,40.8,52.0,2167.0,480.0,908.0,451.0,1.6111,NEAR OCEAN,0.22150438394093216
17847,-121.88,37.41,23.0,3224.0,652.0,2183.0,655.0,4.3807,<1H OCEAN,0.2022332506203474
8206,-118.16,33.79,25.0,3742.0,1180.0,3916.0,1063.0,2.4,NEAR OCEAN,0.3153393907001603
10660,-117.8,33.66,16.0,2542.0,498.0,1022.0,494.0,4.0,<1H OCEAN,0.1959087332808812
7906,-118.1,33.86,21.0,3052.0,624.0,1588.0,568.0,4.3397,<1H OCEAN,0.20445609436435125
18477,-121.65,37.11,14.0,6006.0,914.0,2915.0,898.0,5.9356,<1H OCEAN,0.1521811521811522
18625,-122.0,37.08,17.0,4154.0,739.0,2149.0,693.0,5.5919,NEAR OCEAN,0.17790081848820413
20415,-118.84,34.17,16.0,3449.0,820.0,1877.0,816.0,3.2176,<1H OCEAN,0.2377500724847782
7968,-118.2,33.86,27.0,2732.0,867.0,1690.0,794.0,2.6465,<1H OCEAN,0.31734992679355783
13942,-117.17,34.28,13.0,4867.0,718.0,780.0,250.0,7.1997,INLAND,0.14752414218204232
897,-121.96,37.53,28.0,2949.0,529.0,1538.0,545.0,4.9615,<1H OCEAN,0.1793828416412343
8390,-118.37,33.97,21.0,3616.0,1060.0,2515.0,945.0,2.7464,<1H OCEAN,0.29314159292035397
10034,-121.08,39.21,17.0,3033.0,590.0,1319.0,583.0,2.4811,INLAND,0.1945268710847346
4400,-118.28,34.08,39.0,3162.0,896.0,1934.0,818.0,2.875,<1H OCEAN,0.28336495888678054
4141,-118.19,34.13,50.0,1309.0,302.0,883.0,293.0,3.1287,<1H OCEAN,0.23071046600458364
11964,-117.43,34.02,33.0,3084.0,570.0,1753.0,449.0,3.05,INLAND,0.18482490272373542
411,-122.28,37.89,52.0,1225.0,169.0,412.0,168.0,5.7912,NEAR BAY,0.13795918367346938
3364,-120.51,40.41,36.0,36.0,8.0,4198.0,7.0,5.5179,INLAND,0.2222222222222222
19242,-122.78,38.52,23.0,2511.0,549.0,1052.0,527.0,2.4922,<1H OCEAN,0.21863799283154123
3888,-118.55,34.21,35.0,2592.0,490.0,1427.0,434.0,5.0623,<1H OCEAN,0.18904320987654322
383,-122.16,37.74,47.0,824.0,223.0,533.0,166.0,2.625,NEAR BAY,0.27063106796116504
8795,-118.44,33.79,27.0,2141.0,260.0,635.0,240.0,11.6648,NEAR OCEAN,0.12143858010275572
14202,-117.01,32.7,25.0,2321.0,398.0,1434.0,386.0,3.5341,NEAR OCEAN,0.17147781128823783
18662,-121.93,36.99,19.0,6356.0,1100.0,2954.0,1070.0,4.7325,NEAR OCEAN,0.17306482064191314
1718,-122.34,37.99,42.0,1531.0,326.0,1271.0,377.0,2.6167,NEAR BAY,0.21293272370999347
20531,-121.81,38.58,17.0,1964.0,314.0,808.0,286.0,5.9629,INLAND,0.159877800407332
7562,-118.19,33.9,32.0,2762.0,652.0,2677.0,632.0,2.5719,<1H OCEAN,0.23606082548877624
18793,-122.66,40.52,13.0,3013.0,486.0,1361.0,515.0,4.5357,INLAND,0.16130102887487555
4522,-118.21,34.04,37.0,845.0,249.0,881.0,252.0,2.2454,<1H OCEAN,0.29467455621301775
3013,-118.95,34.81,30.0,2817.0,604.0,1089.0,412.0,3.1364,INLAND,0.21441249556265532
2508,-120.55,36.97,42.0,1766.0,344.0,1084.0,323.0,2.3295,INLAND,0.19479048697621745
19189,-122.67,38.44,32.0,3771.0,741.0,1786.0,721.0,3.2415,<1H OCEAN,0.19649960222752585
3775,-118.41,34.16,14.0,577.0,150.0,372.0,130.0,4.1875,<1H OCEAN,0.25996533795493937
4307,-118.31,34.09,30.0,3165.0,1263.0,3678.0,1141.0,2.0,<1H OCEAN,0.3990521327014218
15916,-122.42,37.74,52.0,1651.0,351.0,973.0,366.0,3.4583,NEAR BAY,0.2125984251968504
10919,-117.86,33.74,34.0,2254.0,630.0,2984.0,625.0,2.5,<1H OCEAN,0.2795031055900621
10518,-117.71,33.51,12.0,4676.0,698.0,1543.0,598.0,6.379,<1H OCEAN,0.14927288280581694
11871,-117.35,34.0,38.0,1214.0,254.0,723.0,236.0,2.5469,INLAND,0.20922570016474465
4438,-118.2,34.08,41.0,1807.0,429.0,1699.0,424.0,2.2222,<1H OCEAN,0.23741007194244604
3375,-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,3.5214,<1H OCEAN,0.2200488997555012
7021,-118.1,33.98,34.0,1357.0,310.0,1042.0,287.0,3.4083,<1H OCEAN,0.22844509948415623
16002,-122.45,37.75,36.0,1997.0,356.0,772.0,348.0,4.95,NEAR BAY,0.17826740110165248
12944,-121.26,38.64,40.0,1098.0,175.0,415.0,160.0,4.8375,INLAND,0.15938069216757741
18010,-121.99,37.27,17.0,1527.0,267.0,775.0,260.0,5.9658,<1H OCEAN,0.17485265225933203
11301,-117.91,33.78,26.0,4297.0,1037.0,3596.0,967.0,3.045,<1H OCEAN,0.24133116127530835
175,-122.24,37.8,52.0,1591.0,373.0,1118.0,347.0,2.1563,NEAR BAY,0.23444374607165305
13715,-117.17,34.12,3.0,15695.0,2248.0,6080.0,1920.0,6.2178,INLAND,0.1432303281299777
17687,-121.84,37.29,24.0,3403.0,656.0,2829.0,612.0,4.775,<1H OCEAN,0.1927710843373494
729,-122.12,37.68,45.0,2179.0,401.0,1159.0,399.0,3.4839,NEAR BAY,0.18402937127122534
14058,-117.13,32.74,52.0,1512.0,321.0,651.0,321.0,3.6852,NEAR OCEAN,0.2123015873015873
13794,-117.5,34.66,20.0,1319.0,309.0,486.0,196.0,2.0184,INLAND,0.23426838514025777
4657,-118.32,34.05,50.0,1389.0,364.0,976.0,302.0,1.5882,<1H OCEAN,0.26205903527717783
16847,-122.41,37.61,46.0,2975.0,643.0,1479.0,577.0,3.8214,NEAR OCEAN,0.2161344537815126
1919,-120.92,38.86,11.0,1720.0,345.0,850.0,326.0,3.2027,INLAND,0.2005813953488372
13538,-117.3,34.15,38.0,740.0,163.0,332.0,138.0,2.4107,INLAND,0.22027027027027027
5067,-118.3,33.99,43.0,1534.0,384.0,1231.0,329.0,2.5437,<1H OCEAN,0.2503259452411995
1061,-121.87,39.75,22.0,1707.0,296.0,822.0,297.0,3.6625,INLAND,0.17340363210310486
2992,-119.0,35.31,37.0,1337.0,275.0,767.0,273.0,1.6522,INLAND,0.2056843679880329
15882,-122.39,37.74,42.0,4110.0,846.0,2147.0,674.0,2.5694,NEAR BAY,0.20583941605839415
16046,-122.46,37.71,52.0,1642.0,351.0,1138.0,340.0,4.1406,NEAR OCEAN,0.21376370280146162
